Near Rtc Bus Stand Opp
Edga Kurnool",8518259929,"aarogyasri.k
urnool@my
curehospital
s.com","Ayushman Bharat -
Arogya Karnataka","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,ORTHOPAEDICS,P
OLYTRAUMA,UROLOGY"

"Viswabharathi Cancer
Hospital",Kurnool,KURNOOL,Kalaburagi,Private,"Viswabharathi Cancer
Hospital  Rt Nagar Near
Penchikalapadu Village
Nagalapuram Bellary
Road Kurnoolbellary
Road Kurnool 518463",8518283963,"viswabharat
hicancerhos
pital@yaho
o.in","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","BURNS,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,POLYTRAUMA,RADIATI
ON ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Navodaya Medical
College Hospital Raichur",Raichur,RAICHUR,Kalaburagi,Private,"Navodaya Nagar
Mantralaya Road Raichur",8532223448,"nmcrprincip
al@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,COVI
D,TKR and THR"

Shanti Hospital,Raichur,RAICHUR,Kalaburagi,Private,"Shanti Hospital Opp Sbi
Bank Kushtagi Road
Raichur 584128",8535222033,"shantihospit
alsnd@gmai
l.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
MEDICINE,ORTHOPAEDICS,
COVID,Accident Victims,TKR
and THR"

"Balawant Institute Of
Neurosurgery Intensive
Trama",Solapur,Solapur,Kalaburagi,Private,"Balawant Institute Of
Neurosurgery Intensive
Trama Near Sat Rasata
Solapur 413001",2172319156,"drkatikar@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini",NEUROSURGERY

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Navodaya Medical
College Hospital Raichur",Raichur,RAICHUR,Kalaburagi,Private,"Navodaya Nagar
Mantralaya Road Raichur",8532223448,"nmcrprincip
al@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,COVI
D,TKR and THR"

Shanti Hospital,Raichur,RAICHUR,Kalaburagi,Private,"Shanti Hospital Opp Sbi
Bank Kushtagi Road
Raichur 584128",8535222033,"shantihospit
alsnd@gmai
l.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
MEDICINE,ORTHOPAEDICS,
COVID,Accident Victims,TKR
and THR"

"Balawant Institute Of
Neurosurgery Intensive
Trama",Solapur,Solapur,Kalaburagi,Private,"Balawant Institute Of
Neurosurgery Intensive
Trama Near Sat Rasata
Solapur 413001",2172319156,"drkatikar@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini",NEUROSURGERY

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Siddheshwara Cancer
Hospital",Solapur,Solapur,Kalaburagi,Private,"Siddheshwara Cancer
Hospital  276 1 Hotgi
Road Near Dainik Sanchar
Solapur 413003276 1
Hotgi Road Near Dainik
Sanchar Solapur 413003",2172607433,"shrisiddhcan
cer@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","MEDICAL
ONCOLOGY,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY"

"Ashwini Rural Medical
College Hospital and RC",Solapur,Solapur,Kalaburagi,Private,"Ashwini Rural Hospital
261 262 Akkalkoat Road
Kumbhari Solapur 413006",2172280891,"mmpateltrus
t@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,CAR
DIOLOGY,CARDIOTHORACI
C
SURGERY,CARDIOVASCULA
R SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Siddheshwara Cancer
Hospital",Solapur,Solapur,Kalaburagi,Private,"Siddheshwara Cancer
Hospital  276 1 Hotgi
Road Near Dainik Sanchar
Solapur 413003276 1
Hotgi Road Near Dainik
Sanchar Solapur 413003",2172607433,"shrisiddhcan
cer@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","MEDICAL
ONCOLOGY,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY"

"Ashwini Rural Medical
College Hospital and RC",Solapur,Solapur,Kalaburagi,Private,"Ashwini Rural Hospital
261 262 Akkalkoat Road
Kumbhari Solapur 413006",2172280891,"mmpateltrus
t@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,CAR
DIOLOGY,CARDIOTHORACI
C
SURGERY,CARDIOVASCULA
R SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"DR RAGHOJI KIDNEY
HOSPITAL AND
RESEARCH CENTER
PV",Solapur,Solapur,Kalaburagi,Private,"Ragoji Kidney Hospital
146 2 Railway Lines Near
Old R T O Solapur
413001",2172317322,"drvdraghoji
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,GENERAL
EMERGENCY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,ORTHOPAEDICS,POLYTR
AUMA,UROLOGY,RIRS
procedure"

"Yashodhara Super
Speciality Hospital Pvt
Ltd",Solapur,Solapur,Kalaburagi,Private,"Yashodhara Super
Speciality Hospital Pvt
Ltd  6158 Siddheshwar
Peth Near Zilla Parishad
Solapur 413003",2172323005,"samcoyasho
dharasolapu
r@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R
SURGERY,NEUROSURGERY,
UROLOGY"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"DR RAGHOJI KIDNEY
HOSPITAL AND
RESEARCH CENTER
PV",Solapur,Solapur,Kalaburagi,Private,"Ragoji Kidney Hospital
146 2 Railway Lines Near
Old R T O Solapur
413001",2172317322,"drvdraghoji
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,GENERAL
EMERGENCY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,ORTHOPAEDICS,POLYTR
AUMA,UROLOGY,RIRS
procedure"

"Yashodhara Super
Speciality Hospital Pvt
Ltd",Solapur,Solapur,Kalaburagi,Private,"Yashodhara Super
Speciality Hospital Pvt
Ltd  6158 Siddheshwar
Peth Near Zilla Parishad
Solapur 413003",2172323005,"samcoyasho
dharasolapu
r@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R
SURGERY,NEUROSURGERY,
UROLOGY"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

JSS HOSPITAL,"Chamarajan
agara","Chamarajan
agara",Mysore,Private,"JSS HOSPITAL B R
ROAD
CHAMARAJANAGARA
571313","0822622220
9","drmanjutp@
gmail.com,j
sschcorp@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,ORTHOPAEDICS,S
URGICAL
GASTROENTEROLOGY"

"Holy Cross Hospital
Chikmagaluru","Chikkamaga
luru","CHIKAMA
NGALORE",Mysore,Private,"Holy Cross Hospital
Chikmagaluru Jyothi
Nagar Km Road
Chikkamagaluru 577102",8262221325,"hch_chikma
galur@yaho
o.co.in","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,OPHTHALMOLOG
Y,COVID"

Prashamani Hospital,"Chikkamaga
luru",KOPPA,Mysore,Private,"Prashamani Hospital
Balagadi Road Koppa
Chikkamagaluru 577126",8265221996,"prashamani
hospital07@
gmail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
MEDICINE,ORTHOPAEDICS"

Pushpa Hospital,"Chikkamaga
luru","NARASIM
HARAJAP
URA",Mysore,Private,"Pushpa Hospital  Main
Road Narasimharajapura
577134",8266220152,"pushpachari
tabletrust@
yahoo.co.in","Ayushman Bharat -
Arogya Karnataka",GENERAL MEDICINE

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

JSS HOSPITAL,"Chamarajan
agara","Chamarajan
agara",Mysore,Private,"JSS HOSPITAL B R
ROAD
CHAMARAJANAGARA
571313","0822622220
9","drmanjutp@
gmail.com,j
sschcorp@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,ORTHOPAEDICS,S
URGICAL
GASTROENTEROLOGY"

"Holy Cross Hospital
Chikmagaluru","Chikkamaga
luru","CHIKAMA
NGALORE",Mysore,Private,"Holy Cross Hospital
Chikmagaluru Jyothi
Nagar Km Road
Chikkamagaluru 577102",8262221325,"hch_chikma
galur@yaho
o.co.in","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,OPHTHALMOLOG
Y,COVID"

Prashamani Hospital,"Chikkamaga
luru",KOPPA,Mysore,Private,"Prashamani Hospital
Balagadi Road Koppa
Chikkamagaluru 577126",8265221996,"prashamani
hospital07@
gmail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
MEDICINE,ORTHOPAEDICS"

Pushpa Hospital,"Chikkamaga
luru","NARASIM
HARAJAP
URA",Mysore,Private,"Pushpa Hospital  Main
Road Narasimharajapura
577134",8266220152,"pushpachari
tabletrust@
yahoo.co.in","Ayushman Bharat -
Arogya Karnataka",GENERAL MEDICINE

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Sri Maruthi Hospital,"Chikkamaga
luru",KADUR,Mysore,Private,"Sri Maruthi Hospital  Sri
Maruthi Hospital Opp
Vedhavathi Girls High
School N H 206 Kadur T
Chikamagalore D Kadur
577548",8267221114,"maruthihosp
italkadur@y
ahoo.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE"

Ashraya Hospital,"Chikkamaga
luru","CHIKAMA
NGALORE",Mysore,Private,"Ashraya Hospital  Naidu
Street PBNo 77
Chikmagalur 577101",8262234478,"ashrayahosp
italckm@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,CARDIOTHORACIC
SURGERY,CARDIOVASCULA
R SURGERY,NEONATAL
AND
PAEDIATRICS,ORTHOPAEDI
CS,UROLOGY,COVID,Acciden
t Victims,RIRS procedure"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Sri Maruthi Hospital,"Chikkamaga
luru",KADUR,Mysore,Private,"Sri Maruthi Hospital  Sri
Maruthi Hospital Opp
Vedhavathi Girls High
School N H 206 Kadur T
Chikamagalore D Kadur
577548",8267221114,"maruthihosp
italkadur@y
ahoo.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE"

Ashraya Hospital,"Chikkamaga
luru","CHIKAMA
NGALORE",Mysore,Private,"Ashraya Hospital  Naidu
Street PBNo 77
Chikmagalur 577101",8262234478,"ashrayahosp
italckm@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,CARDIOTHORACIC
SURGERY,CARDIOVASCULA
R SURGERY,NEONATAL
AND
PAEDIATRICS,ORTHOPAEDI
CS,UROLOGY,COVID,Acciden
t Victims,RIRS procedure"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Adarsha Hospital Puttur,"Dakshina
Kannada",PUTTUR,Mysore,Private,"Adarsha Hospital Puttur
A P M C Road  Puttur  Tq
Dakshina Kannada
Dist574201",8251235065,"adarsha.hos
pital@yaho
o.in","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,OPHTH
ALMOLOGY,ORTHOPAEDICS
,UROLOGY"

Alvas Health Centre,"Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Alvas Health Centre  Near
Swaraj Maidan Moodbidri
574227",8258238104,"ahc@alvas.
org","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,ORTHOPAEDICS"

Chetana Hospital,"Dakshina
Kannada",PUTTUR,Mysore,Private,"Chetana Hospital  Near
Shree Mahamaya Temple
Puttur574201",8251231901,"chetana.hos
pital@yaho
o.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,OPHTHALMOLOG
Y,ORTHOPAEDICS,UROLOG
Y"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Adarsha Hospital Puttur,"Dakshina
Kannada",PUTTUR,Mysore,Private,"Adarsha Hospital Puttur
A P M C Road  Puttur  Tq
Dakshina Kannada
Dist574201",8251235065,"adarsha.hos
pital@yaho
o.in","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,OPHTH
ALMOLOGY,ORTHOPAEDICS
,UROLOGY"

Alvas Health Centre,"Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Alvas Health Centre  Near
Swaraj Maidan Moodbidri
574227",8258238104,"ahc@alvas.
org","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,ORTHOPAEDICS"

Chetana Hospital,"Dakshina
Kannada",PUTTUR,Mysore,Private,"Chetana Hospital  Near
Shree Mahamaya Temple
Puttur574201",8251231901,"chetana.hos
pital@yaho
o.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,OPHTHALMOLOG
Y,ORTHOPAEDICS,UROLOG
Y"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Indiana Hospital And
Heart Institute Ltd","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Indiana Hospital And
Heart Institute Ltd
Mahaveer Circle
Kankanady Post
Pumpwell Mangalore
575002",8242880880,"insurance@i
ndianahospi
tal.in","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Organ
Transplantion","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,RADI
ATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,KIDN
EY TRANSPLANT,COVID"

"Fr L M Pinto Health
Centre Charitable Trust","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Fr L M Pinto Health
Centre Charitable Trust
Badyar Padangady
Mangalore 574217",8256278245,"lmpintobady
ar@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,ENT,ORTHOPAEDICS,UR
OLOGY,COVID"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Indiana Hospital And
Heart Institute Ltd","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Indiana Hospital And
Heart Institute Ltd
Mahaveer Circle
Kankanady Post
Pumpwell Mangalore
575002",8242880880,"insurance@i
ndianahospi
tal.in","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Organ
Transplantion","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,RADI
ATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,KIDN
EY TRANSPLANT,COVID"

"Fr L M Pinto Health
Centre Charitable Trust","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Fr L M Pinto Health
Centre Charitable Trust
Badyar Padangady
Mangalore 574217",8256278245,"lmpintobady
ar@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,CARDIOLO
GY,ENT,ORTHOPAEDICS,UR
OLOGY,COVID"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"KVG Medical College
And Hospital","Dakshina
Kannada",SULLIA,Mysore,Private,"Kvg Medical College And
Hospital Kurunjibag
Sullia D K 574327",8257234478,"kvginsuranc
e@kvghospi
tal.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,OPHTHALMOLOG
Y,ORTHOPAEDICS,POLYTRA
UMA,COVID,RIRS procedure"

"Yenepoya Specialty
Hospital","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Yenepoya Specialty
Hospital Kodailbail
Mangalore 575003",8244238855,"yenepoyaho
spital@gmai
l.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Organ
Transplantion","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R
SURGERY,NEUROSURGERY,
ORTHOPAEDICS,UROLOGY,
KIDNEY
TRANSPLANT,COVID,TKR
and THR"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"KVG Medical College
And Hospital","Dakshina
Kannada",SULLIA,Mysore,Private,"Kvg Medical College And
Hospital Kurunjibag
Sullia D K 574327",8257234478,"kvginsuranc
e@kvghospi
tal.com","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,OPHTHALMOLOG
Y,ORTHOPAEDICS,POLYTRA
UMA,COVID,RIRS procedure"

"Yenepoya Specialty
Hospital","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Yenepoya Specialty
Hospital Kodailbail
Mangalore 575003",8244238855,"yenepoyaho
spital@gmai
l.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Organ
Transplantion","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R
SURGERY,NEUROSURGERY,
ORTHOPAEDICS,UROLOGY,
KIDNEY
TRANSPLANT,COVID,TKR
and THR"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Sri Krishna Hospital,"Dakshina
Kannada","BELTHAN
GADI",Mysore,Private,"Neriya Road Kakkinje
Belthangady Dakshina
Kannada  574228",8256275300,"krishnahosp
ital16@gma
il.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,ENT,ORTHOPAEDI
CS,POLYTRAUMA"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Sri Krishna Hospital,"Dakshina
Kannada","BELTHAN
GADI",Mysore,Private,"Neriya Road Kakkinje
Belthangady Dakshina
Kannada  574228",8256275300,"krishnahosp
ital16@gma
il.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,ENT,ORTHOPAEDI
CS,POLYTRAUMA"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Mahaveer Medical Centre,"Dakshina
Kannada",PUTTUR,Mysore,Private,"Main Road Puttur
Dakshinna Kannada
574241",8251234282,"mahaveer24
ptr@gmail.c
om","Ayushman Bharat -
Arogya Karnataka",COVID

Abhaya Hospital,"Dakshina
Kannada","BELTHAN
GADI",Mysore,Private,"Jainpete Belthangady
Dakshinna Kannada
574214",9448008886,"abhayakanth
aje@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,ORTHOPAEDICS"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Mahaveer Medical Centre,"Dakshina
Kannada",PUTTUR,Mysore,Private,"Main Road Puttur
Dakshinna Kannada
574241",8251234282,"mahaveer24
ptr@gmail.c
om","Ayushman Bharat -
Arogya Karnataka",COVID

Abhaya Hospital,"Dakshina
Kannada","BELTHAN
GADI",Mysore,Private,"Jainpete Belthangady
Dakshinna Kannada
574214",9448008886,"abhayakanth
aje@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,ORTHOPAEDICS"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Kanachur Hospital And
Research Centre","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Kanachur Hospital And
Research Centre
University Road Derlakate
Mangalore  575018",8242888000,"khrcinsuran
ce@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,CAR
DIOTHORACIC
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA,
RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,COVI
D,Accident Victims,TKR and
THR"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

"Kanachur Hospital And
Research Centre","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Kanachur Hospital And
Research Centre
University Road Derlakate
Mangalore  575018",8242888000,"khrcinsuran
ce@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,CAR
DIOTHORACIC
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA,
RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,COVI
D,Accident Victims,TKR and
THR"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Kmc Hospital Attavar,"Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Kmc Hospital Attavar
Managalore Dakshinna
Kannada 575001",8242445858,"samcokmcat
tavar@gmai
l.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Cochlea
r Implant","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,POLY
TRAUMA,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,COVID,Cochlear
Implant GP,TKR and THR"

Kmc Hospital  New,"Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Kmc Hospital Dr B R
Ambedkar Circle
Mangalore 575001",8242444590,"info@kmch
ospitalsman
galore.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,COVID"

"Mangalore Institute Of
Oncology","Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Mangalore Institute Of
Oncology  Pumpwell
Mangalore 575002",8244249999,"mio_mangal
ore@rediff
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","MEDICAL
ONCOLOGY,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY"

Hospital Name,District,Taluk,Division,Type,Address,Phone No,Mail-ID,Scheme,Speciality

Kmc Hospital Attavar,"Dakshina
Kannada","MANGAL
ORE",Mysore,Private,"Kmc Hospital Attavar
Managalore Dakshinna
Kannada 575001",8242445858,"samcokmcat
tavar@gmai
